Solver,Benchmark,Result
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsgt_bvashr1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvuge_bvlshr1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvult_bvshl0_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvugt_bvurem1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvugt_bvudiv0_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsge_bvashr0_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvult_bvurem1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvneg_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvadd_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvuge_bvnot_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvshl0_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsgt_bvurem1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvslt_bvnot_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvule_bvlshr0_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvuge_bvashr1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvslt_bvashr1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvslt_bvshl1_4bit.sl,UNSOLVED
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvashr1_4bit.sl,UNSOLVED
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsgt_bvnot_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsgt_bvshl1_4bit.sl,UNSOLVED
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvor_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsge_bvshl1_4bit.sl,UNSOLVED
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvult_bvshl1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvlshr0_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsle_bvudiv0_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvule_bvurem1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvshl1_4bit.sl,UNSOLVED
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvule_bvnot_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvule_bvlshr1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvule_bvadd_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvugt_bvlshr1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsle_bvand_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_ne_bvnot_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvand_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsge_bvlshr1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsge_bvudiv1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvuge_bvmul_4bit.sl,UNSOLVED
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_eq_bvurem1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvule_bvshl1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvult_bvneg_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_ne_bvmul_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsgt_bvor_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvugt_bvand_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsle_bvurem0_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvuge_bvudiv0_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_ne_bvurem1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvult_bvashr1_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_ne_bvashr0_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvule_bvurem0_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvslt_bvurem1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvuge_bvadd_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsgt_bvneg_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_ne_bvshl1_4bit.sl,SUCCESS
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvult_bvudiv0_4bit.sl,FAIL-SYNTAX
cvc4-syguscomp2019___v1_GENERAL-auto/,/space/ajreynol/sygus-standard/benchmarks/comp/2019//General_Track/./bv-conditional-inverses/find_inv_bvsgt_bvudiv1_4bit.sl,FAIL-SYNTAX
